Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0051649~establishment of localization in cell	50	15.57632398753894	0.0019297760949465023	NM_002948, NM_004781, NM_003773, NM_007204, NM_031885, NM_000546, NM_007200, NM_023019, NM_173079, NM_007104, NM_013267, NM_018087, NM_000310, NM_024596, NM_001024227, NM_003017, NM_001821, NM_139032, NM_170662, NM_007155, NM_006118, NM_016376, NM_197967, NM_197966, NM_017939, NM_004318, NM_198597, NM_144628, NM_178270, NM_175913, NM_005626, NM_014742, NM_002230, NM_016024, NM_198291, NM_004083, NM_006410, NM_019008, NM_001664, NM_005128, NM_015840, NM_015705, NM_012179, NM_003218, NM_152415, NM_021930, NM_004175, NM_017681, NM_001042426, NM_012403, NM_001009924	270	2004	16650	1.538589487691284	0.9997193959415894	0.6402409369447929	3.5472209667848364
GOTERM_BP_FAT	GO:0051641~cellular localization	60	18.69158878504673	0.0021444250329662874	NM_002948, NM_004781, NM_015657, NM_003773, NM_007204, NM_031885, NM_000546, NM_007200, NM_173079, NM_023019, NM_007104, NM_013267, NM_018087, NM_000310, NM_024596, NM_001024227, NM_003017, NM_001821, NM_139032, NM_170662, NM_152743, NM_007155, NM_006118, NM_016376, NM_197967, NM_004475, NM_197966, NM_017939, NM_004318, NM_018715, NM_144628, NM_198597, NM_178270, NM_175913, NM_005626, NM_014742, NM_002966, NM_002230, NM_198291, NM_016024, NM_006402, NM_004083, NM_006410, NM_002563, NM_019008, NM_001664, NM_005128, NM_015840, NM_015705, NM_012179, NM_003218, NM_002685, NM_152415, NM_199346, NM_021930, NM_012339, NM_017681, NM_004175, NM_001042426, NM_012403, NM_001009924	270	2541	16650	1.4561196379378196	0.9998871267080252	0.635750452203383	3.9343333611268627
UP_SEQ_FEATURE	splice variant	145	45.17133956386293	0.0021970777926495944	NM_000901, NM_144660, NM_018455, NM_020444, NM_020448, NM_023019, NM_002116, NM_173515, NM_023015, NM_018087, NM_021100, NM_021159, NM_005481, NM_139032, NM_001101386, NM_024910, NM_003651, NM_170662, NM_172358, NM_001006932, NM_018646, NM_207418, NM_018269, NM_212469, NM_030961, NM_020724, NM_007155, NM_006118, NM_003549, NM_015089, NM_004765, NM_006996, NM_022065, NM_001042496, NM_148919, NM_007315, NM_030672, NM_175913, NM_018375, NM_003703, NM_152424, NM_138399, NM_003710, NM_022463, NM_013412, NM_006410, NM_173161, NM_002897, NM_031458, NM_015840, NM_015705, NM_017763, NM_002685, NM_152415, NM_152313, NM_024430, NM_001005376, NM_019041, NM_001039091, NM_138821, NM_004451, NM_001409, NM_030793, NM_001042426, NM_001009924, NM_001042437, NM_032169, NM_015657, NM_181521, NM_007200, NM_000546, NM_173079, NM_001100169, NM_002778, NM_134428, NM_006440, NM_015368, NM_024947, NM_014672, NM_001080432, NM_080927, NM_003487, NM_139280, NM_152743, NM_201430, NM_005243, NM_021021, NM_024792, NM_003812, NM_032773, NM_014703, NM_005967, NM_016376, NM_197967, NM_007196, NM_197966, NM_017939, NM_003062, NM_017734, NM_002810, NM_180977, NM_144628, NM_004930, NM_178270, NM_183075, NM_003951, NM_174896, NM_138411, NM_031212, NM_015493, NM_018530, NM_032812, NM_015027, NM_014647, NM_017599, NM_020983, NM_021035, NM_004187, NM_005884, NM_198291, NM_001039348, NM_024071, NM_005128, NM_001098796, NM_014170, NM_002643, NM_017582, NM_002380, NM_003218, NM_138972, NM_014376, NM_003362, NM_178583, NM_147133, NM_007371, NM_030568, NM_018446, NM_017681, NM_145117, NM_024565, NM_002576, NM_006257, NM_024771, NM_015913, NM_006354, NM_015693	309	7760	20063	1.2132314916758415	0.8934441286171745	0.8934441286171745	3.423080128175826
GOTERM_MF_FAT	GO:0003723~RNA binding	43	13.395638629283487	0.002394363622027199	NM_002948, NM_002306, NM_016047, NM_016491, NM_005646, NM_144706, NM_005626, NM_001240, NM_014647, NM_000903, NM_003403, NM_003703, NM_002116, NM_001100169, NM_021035, NM_016024, NM_005999, NM_007104, NM_001024227, NM_002897, NM_004846, NM_003017, NM_003487, NM_001010867, NM_015840, NM_003321, NM_003651, NM_006026, NM_002685, NM_001093725, NM_147133, NM_030568, NM_032014, NM_019041, NM_032325, NM_005678, NM_005243, NM_004175, NM_030961, NM_002810, NM_018715, NM_022100, NM_024754	253	1656	15478	1.588555689217315	0.8436189549428492	0.4612407946251329	3.597484599701195
GOTERM_CC_FAT	GO:0044429~mitochondrial part	31	9.657320872274143	0.00255936966527885	NM_017421, NM_031212, NM_032169, NM_002306, NM_015657, NM_016491, NM_000546, NM_001100169, NM_000663, NM_198291, NM_001080, NM_013267, NM_006440, NM_021100, NM_016462, NM_019008, NM_014672, NM_001010867, NM_006004, NM_003321, NM_003217, NM_001089591, NM_032014, NM_019041, NM_006118, NM_004552, NM_203314, NM_197967, NM_197966, NM_022100, NM_003951, NM_017918	257	990	14527	1.769983885548088	0.7388940032384643	0.4890146804833472	3.64649747869904
GOTERM_BP_FAT	GO:0080134~regulation of response to stress	35	10.903426791277258	0.0030180114887352377	NM_004781, NM_003773, NM_148919, NM_007315, NM_002116, NM_000663, NM_198291, NM_002778, NM_004083, NM_018087, NM_006174, NM_005302, NM_030915, NM_024596, NM_001024227, NM_000431, NM_004584, NM_031458, NM_139032, NM_015840, NM_003651, NM_172358, NM_003217, NM_001912, NM_012179, NM_001005376, NM_021930, NM_002576, NM_007155, NM_006257, NM_007196, NM_004475, NM_015913, NM_002810, NM_016395	270	1285	16650	1.6796368352788587	0.999997232543793	0.7218954619021486	5.494698996680347
GOTERM_BP_FAT	GO:0006664~glycolipid metabolic process	8	2.4922118380062304	0.003056149666255187	NM_001042437, NM_002643, NM_018414, NM_001005376, NM_006456, NM_002778, NM_001080, NM_004278	270	118	16650	4.1807909604519775	0.9999976463681458	0.692149497618031	5.562270371367351
GOTERM_BP_FAT	GO:1903509~liposaccharide metabolic process	8	2.4922118380062304	0.0035142467446064906	NM_001042437, NM_002643, NM_018414, NM_001005376, NM_006456, NM_002778, NM_001080, NM_004278	270	121	16650	4.077134986225896	0.9999996637890121	0.7112307187454447	6.370339309237827
GOTERM_CC_FAT	GO:0031967~organelle envelope	34	10.59190031152648	0.0036488128595466847	NM_017421, NM_031212, NM_032169, NM_002306, NM_015657, NM_016491, NM_023019, NM_001100169, NM_198291, NM_018087, NM_006410, NM_016462, NM_019008, NM_006004, NM_003321, NM_001006932, NM_003217, NM_017763, NM_001089591, NM_178583, NM_032014, NM_017681, NM_002576, NM_000876, NM_006118, NM_004552, NM_203314, NM_197967, NM_198859, NM_197966, NM_022100, NM_016395, NM_144628, NM_017918, NM_003951	257	1149	14527	1.6726370079886757	0.8527280898286624	0.4719115853273814	5.16080772377161
GOTERM_CC_FAT	GO:0070161~anchoring junction	24	7.476635514018691	0.003674298087040048	NM_004055, NM_002948, NM_172358, NM_006026, NM_015027, NM_007315, NM_017599, NM_002230, NM_032300, NM_001005376, NM_005884, NM_198291, NM_000214, NM_003564, NM_007104, NM_021021, NM_002576, NM_000876, NM_024071, NM_001664, NM_001024227, NM_004475, NM_016395, NM_004930	257	711	14527	1.908026728398102	0.85468885501165	0.3825884761830375	5.195965126712132
GOTERM_BP_FAT	GO:0006665~sphingolipid metabolic process	9	2.803738317757009	0.0037375220378184112	NM_144660, NM_001042437, NM_000310, NM_018414, NM_139280, NM_016395, NM_006456, NM_002778, NM_001080	270	155	16650	3.5806451612903225	0.9999998698157033	0.7046406921455834	6.7618135098917005
GOTERM_CC_FAT	GO:0031975~envelope	34	10.59190031152648	0.0038999147326299307	NM_017421, NM_031212, NM_032169, NM_002306, NM_015657, NM_016491, NM_023019, NM_001100169, NM_198291, NM_018087, NM_006410, NM_016462, NM_019008, NM_006004, NM_003321, NM_001006932, NM_003217, NM_017763, NM_001089591, NM_178583, NM_032014, NM_017681, NM_002576, NM_000876, NM_006118, NM_004552, NM_203314, NM_197967, NM_198859, NM_197966, NM_022100, NM_016395, NM_144628, NM_017918, NM_003951	257	1154	14527	1.665389880571047	0.8709493810231992	0.3360245554465108	5.506679230209743
GOTERM_BP_FAT	GO:0070727~cellular macromolecule localization	41	12.77258566978193	0.004098996368915154	NM_002948, NM_004781, NM_015657, NM_003773, NM_031885, NM_000546, NM_014742, NM_002966, NM_173079, NM_002230, NM_198291, NM_004083, NM_006402, NM_007104, NM_013267, NM_018087, NM_002563, NM_019008, NM_024596, NM_001664, NM_001821, NM_139032, NM_015840, NM_170662, NM_012179, NM_015705, NM_003218, NM_002685, NM_199346, NM_012339, NM_017681, NM_007155, NM_006118, NM_197967, NM_197966, NM_004475, NM_017939, NM_004318, NM_018715, NM_001042426, NM_198597, NM_178270	270	1613	16650	1.567472618309568	0.9999999719931713	0.7112520879545798	7.392312957296654
GOTERM_BP_FAT	GO:0009247~glycolipid biosynthetic process	6	1.8691588785046727	0.004531317400837317	NM_001042437, NM_002643, NM_018414, NM_001005376, NM_006456, NM_004278	270	67	16650	5.522388059701492	0.9999999955448168	0.7225033755714423	8.141087030244776
GOTERM_CC_FAT	GO:0005686~U2 snRNP	4	1.2461059190031152	0.004939092704129191	NM_016047, NM_016024, NM_005678, NM_004175	257	20	14527	11.305058365758756	0.9253165747139774	0.35106075669992565	6.92561001916816
GOTERM_BP_FAT	GO:0044085~cellular component biogenesis	65	20.24922118380062	0.005104305410931597	NM_002948, NM_144660, NM_004781, NM_002293, NM_018455, NM_007204, NM_031885, NM_000546, NM_007200, NM_023019, NM_003309, NM_001105573, NM_007104, NM_134428, NM_006110, NM_015368, NM_018087, NM_021100, NM_001024227, NM_021159, NM_006026, NM_139280, NM_032300, NM_201430, NM_001097590, NM_006118, NM_197967, NM_004475, NM_197966, NM_017939, NM_002810, NM_018715, NM_004930, NM_144628, NM_198597, NM_178270, NM_030672, NM_014742, NM_152424, NM_002966, NM_001730, NM_003703, NM_002230, NM_198291, NM_005077, NM_001080, NM_021137, NM_001664, NM_022909, NM_001010867, NM_015840, NM_015705, NM_003218, NM_002685, NM_152415, NM_199346, NM_006455, NM_021979, NM_138821, NM_004175, NM_002576, NM_004552, NM_005316, NM_001042426, NM_012403, NM_015693	270	2914	16650	1.3755433539235873	0.9999999996108179	0.7418426138334261	9.124666983489893
GOTERM_CC_FAT	GO:0005912~adherens junction	23	7.165109034267912	0.005683792884388462	NM_004055, NM_002948, NM_172358, NM_006026, NM_015027, NM_007315, NM_017599, NM_002230, NM_001005376, NM_005884, NM_198291, NM_000214, NM_003564, NM_007104, NM_021021, NM_002576, NM_000876, NM_024071, NM_001664, NM_001024227, NM_004475, NM_016395, NM_004930	257	694	14527	1.8733165879859608	0.9495515735054896	0.3473317026115115	7.930221093949886
UP_SEQ_FEATURE	domain:EGF-like 9	4	1.2461059190031152	0.005710602538045519	NM_002380, NM_003062, NM_001409, NM_000214	309	24	20063	10.821467098166128	0.9970620870733633	0.9457974822850758	8.66994025295319
GOTERM_BP_FAT	GO:0008219~cell death	47	14.641744548286603	0.005727704220106742	NM_002306, NM_015493, NM_007204, NM_003773, NM_018530, NM_007315, NM_000903, NM_000546, NM_007200, NM_005077, NM_198291, NM_005884, NM_002778, NM_014784, NM_006402, NM_004083, NM_013267, NM_006410, NM_000310, NM_006174, NM_005302, NM_021137, NM_004584, NM_139032, NM_015840, NM_003651, NM_001006932, NM_003217, NM_001912, NM_012179, NM_014376, NM_003218, NM_152743, NM_003362, NM_032300, NM_201430, NM_001005376, NM_002576, NM_000876, NM_006118, NM_006257, NM_197967, NM_007196, NM_197966, NM_003062, NM_015913, NM_012403, NM_004765	270	1958	16650	1.4802519577800477	0.9999999999726094	0.7608433082571392	10.183455304471046
GOTERM_BP_FAT	GO:0043149~stress fiber assembly	6	1.8691588785046727	0.005799508621672358	NM_002576, NM_021137, NM_030672, NM_001664, NM_002966, NM_198291	270	71	16650	5.211267605633803	0.9999999999798255	0.745421090578697	10.304656115642274
GOTERM_BP_FAT	GO:0030038~contractile actin filament bundle assembly	6	1.8691588785046727	0.005799508621672358	NM_002576, NM_021137, NM_030672, NM_001664, NM_002966, NM_198291	270	71	16650	5.211267605633803	0.9999999999798255	0.745421090578697	10.304656115642274
GOTERM_BP_FAT	GO:0034613~cellular protein localization	40	12.461059190031152	0.006107049646759228	NM_002948, NM_004781, NM_015657, NM_003773, NM_031885, NM_000546, NM_014742, NM_002966, NM_173079, NM_002230, NM_198291, NM_004083, NM_006402, NM_007104, NM_013267, NM_018087, NM_002563, NM_019008, NM_024596, NM_001664, NM_001821, NM_139032, NM_015840, NM_170662, NM_012179, NM_015705, NM_003218, NM_199346, NM_012339, NM_017681, NM_007155, NM_006118, NM_197967, NM_197966, NM_004475, NM_017939, NM_004318, NM_018715, NM_001042426, NM_198597, NM_178270	270	1600	16650	1.5416666666666665	0.9999999999945561	0.7446398462642037	10.82201463950696
GOTERM_BP_FAT	GO:0044419~interspecies interaction between organisms	28	8.722741433021806	0.006146414464178562	NM_002948, NM_003773, NM_148919, NM_001613, NM_007315, NM_001240, NM_000546, NM_002116, NM_198291, NM_006402, NM_007104, NM_018087, NM_006410, NM_001024227, NM_001664, NM_004345, NM_015840, NM_172358, NM_152415, NM_003362, NM_201430, NM_147133, NM_030961, NM_014703, NM_003549, NM_001042426, NM_016395, NM_144628	270	998	16650	1.730126920507682	0.9999999999953966	0.7288847436844181	10.888031527809549
GOTERM_BP_FAT	GO:0044403~symbiosis, encompassing mutualism through parasitism	28	8.722741433021806	0.006146414464178562	NM_002948, NM_003773, NM_148919, NM_001613, NM_007315, NM_001240, NM_000546, NM_002116, NM_198291, NM_006402, NM_007104, NM_018087, NM_006410, NM_001024227, NM_001664, NM_004345, NM_015840, NM_172358, NM_152415, NM_003362, NM_201430, NM_147133, NM_030961, NM_014703, NM_003549, NM_001042426, NM_016395, NM_144628	270	998	16650	1.730126920507682	0.9999999999953966	0.7288847436844181	10.888031527809549
GOTERM_BP_FAT	GO:0014070~response to organic cyclic compound	26	8.09968847352025	0.006410704167330852	NM_000901, NM_015493, NM_007315, NM_000903, NM_001730, NM_020983, NM_002230, NM_000663, NM_198291, NM_005884, NM_015368, NM_002563, NM_058229, NM_005481, NM_000411, NM_015840, NM_000952, NM_138821, NM_212469, NM_004451, NM_002576, NM_197967, NM_197966, NM_016270, NM_003062, NM_004318, NM_006354	270	906	16650	1.7696835908756439	0.9999999999985071	0.726562128154543	11.330063021147584
GOTERM_BP_FAT	GO:0033043~regulation of organelle organization	31	9.657320872274143	0.00665555684105314	NM_030672, NM_000546, NM_007200, NM_002966, NM_023019, NM_173079, NM_198291, NM_013267, NM_001048201, NM_019008, NM_024596, NM_001664, NM_001024227, NM_004111, NM_001006932, NM_012179, NM_015705, NM_003218, NM_032300, NM_001005376, NM_199346, NM_138821, NM_002576, NM_005392, NM_006118, NM_006257, NM_197967, NM_197966, NM_015089, NM_006354, NM_004930, NM_144628	270	1152	16650	1.6594328703703702	0.9999999999994742	0.7233974663463469	11.737732829349834
GOTERM_BP_FAT	GO:0036003~positive regulation of transcription from RNA polymerase II promoter in response to stress	4	1.2461059190031152	0.00737416212309557	NM_000546, NM_016270, NM_004083, NM_139032	270	25	16650	9.866666666666667	0.9999999999999755	0.7439844181624281	12.923962593252615
GOTERM_BP_FAT	GO:0016032~viral process	27	8.411214953271028	0.007502001250891121	NM_002948, NM_003773, NM_148919, NM_001613, NM_007315, NM_001240, NM_000546, NM_002116, NM_198291, NM_006402, NM_007104, NM_018087, NM_006410, NM_001024227, NM_001664, NM_015840, NM_172358, NM_152415, NM_003362, NM_201430, NM_147133, NM_030961, NM_014703, NM_003549, NM_001042426, NM_016395, NM_144628	270	966	16650	1.72360248447205	0.9999999999999858	0.7351170874365993	13.133404212483036
UP_SEQ_FEATURE	transit peptide:Mitochondrion	16	4.984423676012461	0.00785174241702189	NM_017421, NM_001010867, NM_006004, NM_003321, NM_016491, NM_001089591, NM_000663, NM_019041, NM_032014, NM_001080, NM_006440, NM_013267, NM_021100, NM_203314, NM_015913, NM_014672	309	482	20063	2.1553129490123406	0.9996726952256334	0.9310844150453754	11.73513193828195
GOTERM_BP_FAT	GO:0051050~positive regulation of transport	26	8.09968847352025	0.007867942034592464	NM_002306, NM_015657, NM_004781, NM_003773, NM_175913, NM_000546, NM_014742, NM_002230, NM_173515, NM_000663, NM_198291, NM_013267, NM_000310, NM_015368, NM_002563, NM_019008, NM_001664, NM_001024227, NM_004345, NM_000952, NM_021979, NM_007155, NM_197967, NM_016376, NM_197966, NM_004318, NM_144628	270	920	16650	1.7427536231884058	0.999999999999997	0.7375735420906845	13.73030014057407
GOTERM_BP_FAT	GO:0043270~positive regulation of ion transport	10	3.115264797507788	0.007893648910925222	NM_002306, NM_002563, NM_007155, NM_001024227, NM_175913, NM_000952, NM_173515, NM_004318, NM_000663, NM_021979	270	213	16650	2.895148669796557	0.9999999999999973	0.7248807584427381	13.77208505366696
GOTERM_BP_FAT	GO:0045454~cell redox homeostasis	6	1.8691588785046727	0.008142148539616739	NM_004345, NM_004786, NM_015913, NM_004083, NM_022463, NM_006440	270	77	16650	4.805194805194805	0.9999999999999991	0.722528177201035	14.175019195744653
GOTERM_BP_FAT	GO:0044764~multi-organism cellular process	27	8.411214953271028	0.00819832730208166	NM_002948, NM_003773, NM_148919, NM_001613, NM_007315, NM_001240, NM_000546, NM_002116, NM_198291, NM_006402, NM_007104, NM_018087, NM_006410, NM_001024227, NM_001664, NM_015840, NM_172358, NM_152415, NM_003362, NM_201430, NM_147133, NM_030961, NM_014703, NM_003549, NM_001042426, NM_016395, NM_144628	270	973	16650	1.71120246659815	0.9999999999999992	0.7120055022130465	14.265863930028843
GOTERM_BP_FAT	GO:0010033~response to organic substance	62	19.314641744548286	0.008948797953053913	NM_000901, NM_002948, NM_003773, NM_031885, NM_000903, NM_003403, NM_023019, NM_002116, NM_002778, NM_007104, NM_015368, NM_004345, NM_005481, NM_000411, NM_139032, NM_003651, NM_001006932, NM_001912, NM_000952, NM_000375, NM_173858, NM_212469, NM_005678, NM_030961, NM_006118, NM_003549, NM_197967, NM_197966, NM_003062, NM_016270, NM_002810, NM_004318, NM_015493, NM_148919, NM_007315, NM_005626, NM_020983, NM_001730, NM_002230, NM_000663, NM_005884, NM_198291, NM_006402, NM_004083, NM_003710, NM_173161, NM_002563, NM_020223, NM_001664, NM_058229, NM_031458, NM_015840, NM_003321, NM_003217, NM_015191, NM_000214, NM_021979, NM_138821, NM_004451, NM_002576, NM_006257, NM_000876, NM_006354	270	2822	16650	1.354831089062131	1.0	0.730828222393257	15.470728612951534
GOTERM_CC_FAT	GO:0042579~microbody	8	2.4922118380062304	0.009985979537816247	NM_001064, NM_032169, NM_019008, NM_002461, NM_001024227, NM_014647, NM_021151, NM_000431	257	135	14527	3.3496469231877795	0.9947992639133247	0.48178724055733224	13.539070596282999
GOTERM_CC_FAT	GO:0005777~peroxisome	8	2.4922118380062304	0.009985979537816247	NM_001064, NM_032169, NM_019008, NM_002461, NM_001024227, NM_014647, NM_021151, NM_000431	257	135	14527	3.3496469231877795	0.9947992639133247	0.48178724055733224	13.539070596282999
GOTERM_BP_FAT	GO:0045184~establishment of protein localization	47	14.641744548286603	0.01005006452607212	NM_002948, NM_004781, NM_003773, NM_031885, NM_000546, NM_014742, NM_002966, NM_173079, NM_002230, NM_000663, NM_198291, NM_004083, NM_134428, NM_005999, NM_007104, NM_013267, NM_018087, NM_000310, NM_015368, NM_019008, NM_001664, NM_001024227, NM_004345, NM_005128, NM_001821, NM_139032, NM_015840, NM_017582, NM_170662, NM_003217, NM_015705, NM_012179, NM_003218, NM_152415, NM_021930, NM_012339, NM_138821, NM_017681, NM_007155, NM_006118, NM_197967, NM_004475, NM_197966, NM_017939, NM_004318, NM_018715, NM_198597, NM_178270	270	2021	16650	1.434108527131783	1.0	0.7596297234223022	17.209808610268805
GOTERM_BP_FAT	GO:0071407~cellular response to organic cyclic compound	17	5.29595015576324	0.01066856859526413	NM_000901, NM_015840, NM_015493, NM_007315, NM_000952, NM_001730, NM_020983, NM_002230, NM_005884, NM_198291, NM_004451, NM_002576, NM_002563, NM_058229, NM_016270, NM_006354, NM_005481	270	520	16650	2.016025641025641	1.0	0.7689100851469006	18.171619936634354
GOTERM_CC_FAT	GO:0031966~mitochondrial membrane	22	6.853582554517133	0.010818139067045634	NM_017421, NM_002306, NM_031212, NM_032169, NM_006004, NM_015657, NM_003321, NM_016491, NM_003217, NM_001089591, NM_001100169, NM_032014, NM_198291, NM_016462, NM_019008, NM_006118, NM_197967, NM_004552, NM_203314, NM_197966, NM_022100, NM_003951, NM_017918	257	691	14527	1.7996474967199176	0.9966526632190057	0.4691563812719157	14.586564228038746
GOTERM_MF_FAT	GO:0004791~thioredoxin-disulfide reductase activity	3	0.9345794392523363	0.010900344717102542	NM_004786, NM_022463, NM_006440	253	10	15478	18.353359683794466	0.9997930816101362	0.8800639414435606	15.423093053554094
GOTERM_BP_FAT	GO:0044087~regulation of cellular component biogenesis	23	7.165109034267912	0.011806779685780361	NM_144660, NM_030672, NM_139280, NM_015705, NM_000546, NM_003218, NM_007200, NM_001730, NM_002966, NM_023019, NM_032300, NM_199346, NM_198291, NM_021979, NM_002576, NM_006118, NM_001664, NM_001024227, NM_197967, NM_197966, NM_005316, NM_018715, NM_004930, NM_144628	270	807	16650	1.7575382073523338	1.0	0.7922624884552784	19.914030479229872
GOTERM_BP_FAT	GO:0006672~ceramide metabolic process	6	1.8691588785046727	0.012189506767570047	NM_144660, NM_001042437, NM_018414, NM_139280, NM_006456, NM_001080	270	85	16650	4.352941176470589	1.0	0.7926942918536158	20.491989452925075
