Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0044248~cellular catabolic process	114	11.538461538461538	5.062265069756531E-4	NM_001014432, NM_022041, NM_206907, NM_000365, NM_005339, NM_021160, NM_005154, NM_006930, NM_001014763, NM_020935, NM_000170, NM_002406, NM_019593, NM_004869, NM_004208, NM_015092, NM_003748, NM_018998, NM_005826, NM_007041, NM_000512, NM_198157, NM_000408, NM_006923, NM_001077619, NM_000561, NM_001009882, NM_000281, NM_022830, NM_000995, NM_001005742, NM_014936, NM_001080, NM_020121, NM_021126, NM_023079, NM_001039591, NM_000108, NM_006002, NM_012177, NM_002081, NM_000199, NM_001002, NM_152246, NM_199184, NM_001035267, NM_001080398, NM_016628, NM_001098622, NM_016009, NM_152716, NM_014329, NM_000975, NM_006702, NM_006214, NM_003312, NM_100486, NM_022079, NM_001037334, NM_020383, NM_005861, NM_176096, NM_018095, NM_018206, NM_001019, NM_080599, NM_006154, NM_002541, NM_003211, NM_032173, NM_080632, NM_014398, NM_012120, NM_181652, NM_014674, NM_003292, NM_000041, NM_015360, NM_001786, NM_018217, NM_001761, NM_002265, NM_007114, NM_003591, NM_005188, NM_022780, NM_006164, NM_024955, NM_080687, NM_002358, NM_014875, NM_145243, NM_001009555, NM_014049, NM_025238, NM_000152, NM_012320, NM_183008, NM_006660, NM_013247, NM_016475, NM_005882, NM_030621, NM_178426, NM_001748, NM_031229, NM_176824, NM_007171, NM_006251, NM_014474, NM_006447, NM_000016, NM_000018, NM_032557, NM_153332, NM_000155	862	1616	16650	1.3626065332751374	0.9590582274586982	0.046576023502069464	0.9823829860822308
GOTERM_MF_FAT	GO:0098641~cadherin binding involved in cell-cell adhesion	30	3.0364372469635628	5.118538962352412E-4	NM_004161, NM_032378, NM_007315, NM_016147, NM_032025, NM_005154, NM_001008938, NM_020145, NM_001042517, NM_006153, NM_018685, NM_007166, NM_005591, NM_005125, NM_012120, NM_033386, NM_022170, NM_005346, NM_004521, NM_031263, NM_005895, NM_018482, NM_005188, NM_001018069, NM_003100, NM_145753, NM_016009, NM_014043, NM_003870, NM_000995	800	290	15478	2.0014655172413796	0.525479315632565	0.04848199657876062	0.8440358374614543
GOTERM_BP_FAT	GO:0051188~cofactor biosynthetic process	22	2.2267206477732793	5.183827109634087E-4	NM_016035, NM_022787, NM_023018, NM_000714, NM_015702, NM_005689, NM_000688, NM_182476, NM_018129, NM_020313, NM_024819, NM_004531, NM_198402, NM_001931, NM_024876, NM_022493, NM_005746, NM_004136, NM_005002, NM_001075098, NM_000281, NM_000108	862	183	16650	2.322087406336769	0.9620832203486861	0.046983406551817986	1.0058603595665905
GOTERM_BP_FAT	GO:0010389~regulation of G2/M transition of mitotic cell cycle	11	1.1133603238866396	5.289665972458954E-4	NM_001018160, NM_005591, NM_000057, NM_176096, NM_001786, NM_016343, NM_152709, NM_004869, NM_014875, NM_007027, NM_003503	862	56	16650	3.794124958568114	0.9645343775531718	0.047241748689758056	1.0262968026407915
GOTERM_CC_FAT	GO:0005814~centriole	17	1.7206477732793521	5.332676586121417E-4	NM_032142, NM_014956, NM_174887, NM_001761, NM_014749, NM_005346, NM_004330, NM_004344, NM_003611, NM_005406, NM_182905, NM_018131, NM_016261, NM_006531, NM_006031, NM_006197, NM_001067	813	113	14527	2.6881646692573122	0.35806204540231856	0.02088658133448318	0.8194988582066687
GOTERM_BP_FAT	GO:0015031~protein transport	128	12.955465587044534	5.659627732504142E-4	NM_052989, NM_004161, NM_001014432, NM_178314, NM_203504, NM_018844, NM_004910, NM_017657, NM_005999, NM_001690, NM_016657, NM_018314, NM_003250, NM_134470, NM_014294, NM_001493, NM_004869, NM_006197, NM_007347, NM_018085, NM_003136, NM_001003786, NM_005085, NM_000714, NM_016343, NM_078471, NM_198157, NM_016451, NM_139244, NM_015527, NM_016128, NM_018178, NM_207012, NM_001077198, NM_000995, NM_017772, NM_021130, NM_152233, NM_012416, NM_019624, NM_012430, NM_012437, NM_145245, NM_015380, NM_012414, NM_006985, NM_020337, NM_005843, NM_001002, NM_001035267, NM_032989, NM_001080467, NM_006421, NM_004859, NM_016009, NM_003664, NM_001207, NM_000975, NM_014043, NM_016106, NM_006801, NM_004068, NM_138430, NM_018098, NM_001034024, NM_001034023, NM_013434, NM_015161, NM_024798, NM_000944, NM_016040, NM_014765, NM_003400, NM_018206, NM_031431, NM_001019, NM_012197, NM_006154, NM_030930, NM_001002296, NM_031934, NM_012095, NM_002956, NM_004723, NM_014674, NM_006826, NM_004193, NM_003292, NM_174887, NM_000041, NM_001786, NM_022771, NM_018217, NM_001012994, NM_002265, NM_004521, NM_015268, NM_182905, NM_024959, NM_003100, NM_001128, NM_177967, NM_002355, NM_003505, NM_178270, NM_001012398, NM_013247, NM_001013839, NM_032682, NM_199442, NM_014984, NM_005698, NM_207168, NM_006031, NM_014846, NM_138957, NM_032364, NM_033386, NM_002647, NM_007235, NM_004604, NM_031229, NM_016485, NM_176824, NM_001316, NM_014001, NM_058166, NM_013995, NM_014820, NM_001695	862	1860	16650	1.329241823216825	0.9719229340402661	0.049759369636044326	1.0977013347772346
GOTERM_MF_FAT	GO:0098631~protein binding involved in cell adhesion	31	3.137651821862348	5.749165732823846E-4	NM_004161, NM_032378, NM_007315, NM_016147, NM_032025, NM_005154, NM_001008938, NM_020145, NM_001943, NM_006153, NM_001042517, NM_007166, NM_018685, NM_005591, NM_005125, NM_012120, NM_033386, NM_022170, NM_005346, NM_004521, NM_031263, NM_005895, NM_018482, NM_005188, NM_001018069, NM_003100, NM_145753, NM_016009, NM_014043, NM_003870, NM_000995	800	306	15478	1.9600408496732027	0.5671306151599936	0.05098668793784267	0.9475604148584504
GOTERM_CC_FAT	GO:0000777~condensed chromosome kinetochore	16	1.6194331983805668	5.825700515132028E-4	NM_022756, NM_024039, NM_002497, NM_145800, NM_006101, NM_182620, NM_031423, NM_017975, NM_016343, NM_017785, NM_017669, NM_144508, NM_001008938, NM_001813, NM_002358, NM_014708	813	103	14527	2.7756720285649457	0.38384503668161196	0.02177118286913804	0.894946268417629
GOTERM_MF_FAT	GO:0045296~cadherin binding	31	3.137651821862348	6.06693316661067E-4	NM_004161, NM_032378, NM_007315, NM_016147, NM_032025, NM_005154, NM_001008938, NM_020145, NM_001042517, NM_006153, NM_018685, NM_007166, NM_005591, NM_172358, NM_005125, NM_012120, NM_033386, NM_022170, NM_005346, NM_004521, NM_031263, NM_005895, NM_018482, NM_005188, NM_001018069, NM_003100, NM_145753, NM_016009, NM_014043, NM_003870, NM_000995	800	307	15478	1.9536563517915309	0.5867132170892884	0.050649551728416786	0.9996870755043408
GOTERM_BP_FAT	GO:0010970~establishment of localization by movement along microtubule	15	1.5182186234817814	6.16444963406747E-4	NM_052989, NM_138769, NM_003119, NM_004161, NM_174887, NM_004521, NM_001033566, NM_018174, NM_015560, NM_014984, NM_016128, NM_003664, NM_012437, NM_012095, NM_207012, NM_006197	862	100	16650	2.8973317865429236	0.9795870088744822	0.053335986260185875	1.195055732138428
GOTERM_BP_FAT	GO:0051310~metaphase plate congression	10	1.0121457489878543	6.887349267984513E-4	NM_001813, NM_006101, NM_018131, NM_001032290, NM_016343, NM_014043, NM_004869, NM_014875, NM_017785, NM_002265	862	48	16650	4.02407192575406	0.9870686882390904	0.05860299206906083	1.3343079030704752
GOTERM_BP_FAT	GO:0032446~protein modification by small protein conjugation	69	6.983805668016195	6.994665655376141E-4	NM_022079, NM_100486, NM_001018160, NM_001014432, NM_022041, NM_000801, NM_152903, NM_005862, NM_005861, NM_176096, NM_006339, NM_005339, NM_018095, NM_016495, NM_006341, NM_006154, NM_006930, NM_003211, NM_032173, NM_007282, NM_020245, NM_033406, NM_005445, NM_001077442, NM_016422, NM_018998, NM_003292, NM_198158, NM_005085, NM_000714, NM_001786, NM_014633, NM_001761, NM_005346, NM_198157, NM_005189, NM_080875, NM_005188, NM_003591, NM_022780, NM_006164, NM_007299, NM_002358, NM_024731, NM_001067, NM_005499, NM_025238, NM_001012398, NM_025000, NM_015246, NM_005882, NM_001032288, NM_001007466, NM_023079, NM_003655, NM_018062, NM_138792, NM_006221, NM_183381, NM_178426, NM_015483, NM_012177, NM_000057, NM_198329, NM_031229, NM_031263, NM_004344, NM_016628, NM_058166, NM_016478, NM_004270, NM_152550	862	887	16650	1.5025621440921588	0.9879160608945317	0.058698211314581195	1.354964382131707
INTERPRO	IPR012677:Nucleotide-binding, alpha-beta plait	27	2.7327935222672064	7.234001684754598E-4	NR_003249, NM_138962, NM_203504, NM_144987, NM_007363, NM_017619, NM_007007, NM_019597, NM_203446, NM_001077442, NM_031243, NM_080632, NM_001080415, NM_005826, NM_022170, NM_005676, NM_032102, NR_003109, NM_016648, NM_033117, NM_080687, NM_006547, NM_198220, NM_003142, NM_006548, NM_024755, NM_022830	924	264	18559	2.054198642266824	0.6766152990544099	0.24589839089463505	1.200826179546699
GOTERM_BP_FAT	GO:0007033~vacuole organization	24	2.42914979757085	7.287356299093624E-4	NM_000152, NM_001012398, NM_004161, NM_002647, NM_005843, NM_174887, NM_016485, NM_005154, NM_015395, NM_015268, NM_016009, NM_006531, NM_014043, NM_021090, NM_031934, NM_012437, NM_016106, NM_004869, NM_203446, NM_018049, NM_001077198, NM_178270, NM_012414, NM_014845	862	214	16650	2.1662293731162046	0.9899554704988787	0.060278748000159976	1.411281227273753
UP_SEQ_FEATURE	repeat:HEAT 7	7	0.708502024291498	7.904087462481285E-4	NM_001080398, NM_001008938, NM_012416, NM_022346, NM_012433, NM_002265, NM_003400	969	24	20063	6.038914688682491	0.854068158469763	0.27440935099167885	1.3810445966550122
GOTERM_BP_FAT	GO:0006733~oxidoreduction coenzyme metabolic process	18	1.8218623481781375	8.376289555185648E-4	NM_016035, NM_022787, NM_181652, NM_033500, NM_206907, NM_023018, NM_000365, NM_006899, NM_182476, NM_199229, NM_006251, NM_018210, NM_002541, NM_024876, NM_005746, NM_018706, NM_005002, NM_000108, NM_178426	862	139	16650	2.5012936286701497	0.9949506287300292	0.06808458102969206	1.620536036757314
GOTERM_CC_FAT	GO:0016607~nuclear speck	24	2.42914979757085	8.668753438607501E-4	NM_100486, NM_015491, NM_144987, NM_015496, NM_007363, NM_006445, NM_032141, NM_003655, NM_012433, NM_020307, NM_006221, NM_001077440, NM_025075, NM_032288, NM_012143, NM_003136, NM_001031732, NM_001253, NM_001008697, NM_014633, NM_016628, NM_014829, NM_152716, NM_017832, NM_020943, NM_022830	813	201	14527	2.1335389473297717	0.5135814580574886	0.030848339008636816	1.328972310722798
GOTERM_CC_FAT	GO:0030131~clathrin adaptor complex	8	0.8097165991902834	8.776897842230666E-4	NM_014001, NM_004068, NM_001128, NM_015627, NM_003664, NM_007166, NM_207012, NM_012095, NM_017657	813	29	14527	4.929210671417059	0.5179370029030488	0.029945819721646227	1.345446700832087
GOTERM_BP_FAT	GO:0065003~macromolecular complex assembly	118	11.94331983805668	8.825533884031625E-4	NM_004161, NM_000801, NM_206907, NM_002118, NM_005339, NM_015511, NM_016289, NM_003250, NM_134470, NM_021109, NM_006938, NM_004208, NM_002494, NM_199420, NM_003136, NM_001031732, NM_198158, NM_016343, NM_022170, NM_005680, NM_016337, NM_001032290, NM_144772, NM_014408, NM_022734, NM_005002, NM_000281, NM_138392, NM_001085372, NM_015578, NM_001005742, NM_016121, NM_012228, NM_005171, NM_020461, NM_017634, NM_001080, NM_016437, NM_012416, NM_000101, NM_004987, NM_012433, NM_138792, NM_018063, NM_018685, NM_015380, NM_001095, NM_024039, NM_005702, NM_012177, NM_017547, NM_000057, NM_032989, NM_018480, NM_016013, NM_004344, NM_001080398, NM_006421, NM_019112, NM_016009, NM_181311, NM_152716, NM_000975, NM_016106, NM_018098, NM_001025356, NM_005861, NM_006445, NM_014765, NM_032025, NM_145808, NM_015560, NM_001008938, NM_007007, NM_006153, NM_005388, NM_003072, NM_016038, NM_001077440, NM_172218, NM_002956, NM_004726, NM_012120, NM_001008697, NM_003292, NM_000041, NM_001786, NM_002265, NM_001813, NM_182905, NM_003100, NM_001029859, NM_001040101, NM_014875, NM_014049, NM_014708, NM_020196, NM_000346, NM_139343, NM_001083601, NM_030621, NM_003801, NM_203446, NM_007166, NM_012143, NM_005803, NM_001009182, NM_001079514, NM_002645, NM_004604, NM_058166, NM_144508, NM_018243, NM_022374, NM_006251, NM_006447, NM_015891, NM_003932, NM_003971, NM_003930	862	1710	16650	1.3328855782146782	0.9961980975840534	0.07069578397543808	1.7067422174288138
UP_SEQ_FEATURE	repeat:HEAT 4	9	0.9109311740890688	9.177370710760508E-4	NM_001080398, NM_133433, NM_001008938, NM_012416, NM_022346, NM_016128, NM_012433, NM_002265, NM_003400	969	43	20063	4.333573331413349	0.8929862198385186	0.2733110952476976	1.6018300619752401
GOTERM_BP_FAT	GO:0044257~cellular protein catabolic process	56	5.668016194331984	9.29116252299756E-4	NM_022079, NM_100486, NM_001037334, NM_001014432, NM_022041, NM_005861, NM_005339, NM_176096, NM_018095, NM_018206, NM_005154, NM_006154, NM_006930, NM_020935, NM_032173, NM_004869, NM_014398, NM_012120, NM_014674, NM_018998, NM_007041, NM_000041, NM_001786, NM_001761, NM_018217, NM_198157, NM_007114, NM_005188, NM_003591, NM_006923, NM_022780, NM_001077619, NM_006164, NM_024955, NM_002358, NM_145243, NM_014875, NM_025238, NM_006660, NM_183008, NM_001005742, NM_013247, NM_016475, NM_005882, NM_020121, NM_023079, NM_001039591, NM_006002, NM_001748, NM_012177, NM_031229, NM_176824, NM_007171, NM_016628, NM_001080398, NM_006447, NM_032557	862	689	16650	1.5699136917891021	0.9971668847117854	0.0733568435296037	1.7960167727575693
GOTERM_CC_FAT	GO:1990204~oxidoreductase complex	16	1.6194331983805668	9.644598605173909E-4	NM_006003, NM_001085372, NM_017547, NM_033281, NM_015713, NM_016013, NM_014402, NM_000408, NM_000101, NM_001931, NM_002541, NM_000170, NM_018706, NM_002494, NM_005002, NM_000108	813	108	14527	2.6471686939091614	0.551502819375469	0.03156519646458844	1.4775365128250395
GOTERM_BP_FAT	GO:0061024~membrane organization	77	7.793522267206478	9.656481093606746E-4	NM_173694, NM_001025356, NM_004068, NM_052989, NM_138769, NM_004161, NM_013434, NM_001014432, NM_178314, NM_015161, NM_015164, NM_014765, NM_018206, NM_015560, NM_001019, NM_005406, NM_014294, NM_012198, NM_001493, NM_033540, NM_001002296, NM_031934, NM_004869, NM_001003712, NM_032638, NM_002956, NM_003136, NM_004193, NM_006826, NM_003292, NM_007111, NM_174887, NM_005085, NM_000041, NM_001786, NM_003384, NM_004521, NM_078471, NM_005346, NM_178562, NM_002670, NM_001077619, NM_015627, NM_014408, NM_018178, NM_145243, NM_000995, NM_178270, NM_001085372, NM_007033, NM_021130, NM_001001330, NM_015137, NM_000093, NM_012430, NM_012437, NM_012414, NM_015380, NM_005803, NM_003980, NM_033386, NM_004604, NM_001002, NM_001035267, NM_032989, NM_001033566, NM_016485, NM_198576, NM_004859, NM_019112, NM_181311, NM_016009, NM_145034, NM_000975, NM_014043, NM_016106, NM_001080420	862	1027	16650	1.4481956998624157	0.9977507299613174	0.07519149440528938	1.8660051123826071
GOTERM_BP_FAT	GO:0044802~single-organism membrane organization	67	6.781376518218623	9.763192973689514E-4	NM_001025356, NM_004068, NM_173694, NM_052989, NM_138769, NM_013434, NM_001014432, NM_178314, NM_015161, NM_015164, NM_014765, NM_018206, NM_015560, NM_001019, NM_005406, NM_014294, NM_001493, NM_033540, NM_001002296, NM_031934, NM_001003712, NM_003136, NM_002956, NM_006826, NM_003292, NM_007111, NM_174887, NM_005085, NM_000041, NM_001786, NM_003384, NM_004521, NM_005346, NM_178562, NM_002670, NM_001077619, NM_015627, NM_018178, NM_145243, NM_000995, NM_178270, NM_001085372, NM_007033, NM_001001330, NM_015137, NM_000093, NM_012430, NM_012437, NM_012414, NM_015380, NM_005803, NM_003980, NM_033386, NM_004604, NM_001002, NM_001035267, NM_032989, NM_001033566, NM_198576, NM_004859, NM_019112, NM_181311, NM_016009, NM_145034, NM_000975, NM_014043, NM_001080420	862	866	16650	1.4943897590329167	0.9978973584956328	0.07506555663458081	1.8864402199758823
GOTERM_BP_FAT	GO:0006890~retrograde vesicle-mediated transport, Golgi to ER	13	1.3157894736842104	9.947853854618905E-4	NM_016451, NM_001813, NM_016657, NM_199442, NM_004161, NM_004193, NM_016128, NM_007033, NM_018178, NM_016106, NM_006801, NM_004523, NM_031431	862	82	16650	3.0622205874030897	0.9981288747974861	0.07551198449434027	1.9217928651935945
GOTERM_BP_FAT	GO:0006914~autophagy	38	3.8461538461538463	0.0010273419119382356	NM_100486, NM_001014432, NM_004161, NM_001005742, NM_206907, NM_013247, NM_152233, NM_014765, NM_018206, NM_001013839, NM_001690, NM_178812, NM_006154, NM_033540, NM_006531, NM_015584, NM_012437, NM_004869, NM_012414, NM_021970, NM_002647, NM_174887, NM_005843, NM_000714, NM_032989, NM_016485, NM_018174, NM_016628, NM_015395, NM_006251, NM_013995, NM_182905, NM_016009, NM_014820, NM_014043, NM_021090, NM_001695, NM_016106, NM_001077198, NM_178270	862	418	16650	1.7559586585108626	0.9984767171491497	0.07696214368863319	1.9840917020150117
GOTERM_BP_FAT	GO:0034249~negative regulation of cellular amide metabolic process	19	1.9230769230769231	0.001100590738393948	NM_001348, NM_031243, NM_012218, NM_206907, NM_003292, NM_005826, NM_000041, NM_000944, NM_181708, NM_005087, NM_020961, NM_004094, NM_001098622, NM_006251, NM_030621, NM_019112, NM_006547, NM_001009882, NM_006548, NM_004136	862	155	16650	2.3677119976049696	0.9990410323472921	0.08125977545431262	2.124120433652421
GOTERM_BP_FAT	GO:0010467~gene expression	317	32.08502024291498	0.0011114564235259357	NM_032627, NM_001002926, NM_001014432, NM_005095, NM_001014438, NM_006484, NM_006339, NM_002096, NM_005999, NM_032725, NM_006341, NM_003250, NM_134470, NM_005481, NM_006734, NM_025075, NM_001720, NM_032638, NM_002499, NM_032530, NM_172358, NM_006473, NM_005081, NM_001031732, NM_016133, NM_032534, NM_005085, NM_032632, NM_005087, NM_005346, NM_004094, NM_001007026, NM_032102, NM_153252, NM_016648, NM_001032290, NM_001009882, NM_003142, NM_022734, NM_000995, NM_022830, NM_000281, NM_001520, NM_001008401, NM_017828, NM_007315, NM_015578, NM_017827, NM_172341, NM_001032288, NM_032141, NM_181581, NM_003466, NM_001007466, NM_012433, NM_003655, NM_001007157, NM_138792, NM_006221, NM_012437, NM_012415, NM_016587, NM_003517, NM_007067, NM_001031712, NM_006494, NM_012177, NM_001001, NM_001002, NM_016631, NM_001035267, NM_005791, NM_031263, NM_016423, NM_016628, NM_006708, NM_001098622, NM_021145, NM_014423, NM_016622, NM_017554, NM_000975, NM_001207, NM_017553, NM_006991, NM_198220, NM_006706, NM_024755, NM_100486, NM_014106, NM_144584, NM_013434, NM_005862, NM_018091, NM_005861, NM_006445, NM_032497, NM_176096, NM_145808, NM_020961, NM_006977, NM_017619, NM_015904, NM_006154, NM_153207, NM_007007, NM_003110, NM_006153, NM_006635, NM_021198, NM_003211, NM_020307, NM_003072, NM_005190, NM_016038, NM_001077440, NM_016422, NM_001077442, NM_031243, NM_004723, NM_080632, NM_016408, NM_006826, NM_007111, NM_152600, NM_001786, NM_001130, NM_006963, NM_178562, NM_007114, NM_005189, NM_005188, NM_006164, NM_032776, NM_006378, NM_145243, NM_006626, NM_003505, NM_020196, NM_144567, NM_000346, NM_032378, NM_032477, NM_017798, NM_004494, NM_013247, NM_006958, NM_178812, NM_001039937, NM_030621, NM_016360, NM_001033506, NM_178426, NM_024612, NM_001748, NM_002386, NM_001253, NM_001080415, NM_002647, NM_001110, NM_198329, NM_181708, NM_031229, NM_176824, NM_001099270, NM_015919, NM_016937, NM_006251, NM_006447, NM_001018069, NM_130906, NM_014829, NM_153332, NM_024813, NM_173632, NM_005746, NM_015911, NM_006547, NM_006548, NM_012086, NM_206827, NM_003222, NM_001348, NM_006014, NM_144987, NM_001042476, NM_000801, NM_012245, NM_206907, NM_018845, NM_152709, NM_002114, NM_006286, NM_015511, NM_133433, NM_005407, NM_004965, NM_025264, NM_176800, NM_019597, NM_006938, NM_015092, NM_021915, NM_020245, NM_015117, NM_033630, NM_005826, NM_198158, NM_207296, NM_016343, NM_014633, NM_152437, NM_005676, NM_022170, NM_198157, NM_015084, NM_152636, NM_018170, NM_005680, NM_031902, NM_001274, NM_007152, NM_001067, NM_001278, NM_005171, NM_012228, NM_001005742, NM_152236, NM_152233, NM_001005369, NM_014887, NM_004987, NM_001039591, NM_005574, NM_018063, NM_021129, NM_004136, NM_032288, NM_000057, NM_021809, NM_152912, NM_032989, NM_005848, NM_015434, NM_020748, NM_017757, NM_133444, NM_033550, NR_002211, NM_020943, NM_015649, NM_002731, NM_001034024, NM_001034023, NM_001136499, NM_012204, NM_000944, NM_032025, NM_003400, NM_018206, NM_003926, NM_001019, NM_080599, NM_005056, NM_004425, NM_014398, NM_001012643, NM_181652, NM_012218, NM_001008697, NM_003292, NM_015360, NM_003297, NM_024784, NM_199478, NM_197968, NM_003591, NR_003109, NM_021645, NM_007299, NM_002056, NM_080687, NM_017736, NM_178270, NM_001080493, NR_003249, NM_015496, NM_007363, NM_001044390, NM_001044391, NM_001098525, NM_003426, NM_032682, NM_015881, NM_014279, NM_182543, NM_007166, NM_015030, NM_138957, NM_012143, NM_022756, NM_012140, NM_001009182, NM_017588, NM_001079514, NM_021211, NM_001033561, NM_005515, NM_015885, NM_015342, NM_033281, NM_000938, NM_016488, NM_014071, NM_058166, NM_207037, NM_198576, NM_020781, NM_015891, NM_004270, NM_152293, NM_170783, NM_018343	862	5306	16650	1.1539818775400261	0.999104655932369	0.08108151589711743	2.144876036393606
GOTERM_MF_FAT	GO:0016818~hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	64	6.477732793522267	0.001157412507582374	NM_173694, NM_138769, NM_004161, NM_130395, NM_005689, NM_001690, NM_015560, NM_015904, NM_001687, NM_033540, NM_003072, NM_004869, NM_005445, NM_199420, NM_015058, NM_003136, NM_005591, NM_007044, NM_015360, NM_022170, NM_017669, NM_004521, NM_078471, NM_005346, NM_004523, NM_001813, NM_001001586, NM_014875, NM_001378, NM_001067, NM_006660, NM_032810, NM_014936, NM_014183, NM_016437, NM_002069, NM_030621, NM_001005369, NM_019624, NM_016261, NM_006221, NM_018063, NM_000251, NM_021129, NM_012415, NM_014170, NM_003119, NM_005702, NM_024612, NM_000057, NM_032941, NM_006141, NM_005168, NM_001033566, NM_001080467, NM_016008, NM_022374, NM_001107, NM_019112, NM_014829, NM_014899, NM_017553, NM_001695, NM_022092	800	826	15478	1.4990799031476998	0.8147721510349528	0.08942228849491429	1.8990043603749451
GOTERM_CC_FAT	GO:0030118~clathrin coat	10	1.0121457489878543	0.0011932093978080397	NM_014001, NM_004068, NM_004859, NM_001128, NM_015627, NM_003664, NM_203446, NM_007166, NM_207012, NM_012095, NM_017657	813	48	14527	3.722580975809758	0.6292209877452934	0.03744067540320428	1.8249689007433623
GOTERM_BP_FAT	GO:0072524~pyridine-containing compound metabolic process	17	1.7206477732793521	0.0011935693453257552	NM_022787, NM_181652, NM_033500, NM_206907, NM_023018, NM_000365, NM_006899, NM_018129, NM_199229, NM_021154, NM_006251, NM_018210, NM_002541, NM_005746, NM_144772, NM_018706, NM_000108, NM_178426	862	131	16650	2.506597474362834	0.9994670671189271	0.08581978970526738	2.301592961140042
GOTERM_BP_FAT	GO:0034645~cellular macromolecule biosynthetic process	301	30.465587044534416	0.0011937748774912067	NM_032627, NM_001002926, NM_015599, NM_001014432, NM_005095, NM_001014438, NM_006484, NM_006339, NM_002096, NM_006341, NM_003250, NM_134470, NM_003635, NM_005481, NM_006734, NM_025075, NM_001720, NM_032638, NM_002499, NM_002497, NM_032530, NM_006473, NM_005081, NM_032444, NM_016133, NM_032534, NM_032632, NM_005087, NM_005346, NM_004094, NM_001007026, NM_153252, NM_000899, NM_001032290, NM_001009882, NM_003142, NM_022734, NM_000995, NM_032834, NM_000281, NM_001520, NM_001008401, NM_017828, NM_007315, NM_015578, NM_003859, NM_017827, NM_001032288, NM_003466, NM_001007466, NM_003655, NM_001007157, NM_138792, NM_006221, NM_012415, NM_016587, NM_012414, NM_003517, NM_007067, NM_006494, NM_012177, NM_001001, NM_001002, NM_016631, NM_001035267, NM_031263, NM_016423, NM_016628, NM_006708, NM_001098622, NM_021145, NM_014423, NM_019112, NM_016622, NM_017554, NM_000975, NM_001207, NM_017553, NM_006991, NM_006706, NM_024755, NM_100486, NM_014106, NM_013434, NM_005862, NM_018091, NM_032497, NM_176096, NM_013339, NM_020961, NM_006977, NM_145808, NM_015904, NM_006154, NM_153207, NM_003110, NM_006153, NM_006635, NM_021198, NM_003211, NM_020307, NM_003072, NM_001002296, NM_005190, NM_001077440, NM_001077442, NM_016422, NM_031243, NM_004723, NM_080632, NM_005591, NM_016032, NM_016408, NM_006826, NM_079421, NM_007111, NM_000041, NM_152600, NM_001786, NM_001130, NM_006963, NM_007114, NM_005189, NM_005188, NM_006231, NM_006765, NM_006164, NM_032776, NM_022074, NM_006378, NM_006626, NM_003503, NM_003505, NM_020196, NM_000346, NM_032378, NM_032477, NM_017798, NM_004494, NM_006958, NM_001039937, NM_178812, NM_030621, NM_016360, NM_001033506, NM_178426, NM_002386, NM_001253, NM_002647, NM_198468, NM_181708, NM_007027, NM_031229, NM_176824, NM_001099270, NM_015919, NM_016937, NM_006251, NM_006447, NM_000016, NM_024813, NM_173632, NM_005746, NM_015911, NM_022092, NM_006547, NM_006548, NM_012086, NM_206827, NM_003222, NM_001348, NM_001042476, NM_138459, NM_012245, NM_206907, NM_130395, NM_152709, NM_002114, NM_015713, NM_006286, NM_133433, NM_005407, NM_004965, NM_002406, NM_021915, NM_020245, NM_199420, NM_003033, NM_033630, NM_032283, NM_005826, NM_198158, NM_016343, NM_014633, NM_152437, NM_005676, NM_022170, NM_198157, NM_015084, NM_006923, NM_005680, NM_018170, NM_031902, NM_001274, NM_007152, NM_001067, NM_006502, NM_001278, NM_005171, NM_012228, NM_001005742, NM_198045, NM_021130, NM_152233, NM_020121, NM_001005369, NM_014887, NM_004987, NM_207122, NM_001039591, NM_005574, NM_002824, NM_018063, NM_021129, NM_004136, NM_006699, NM_020473, NM_000057, NM_021809, NM_152912, NM_005848, NM_015434, NM_020748, NM_015503, NM_006421, NM_017757, NM_133444, NR_002211, NM_015649, NM_001034024, NM_001034023, NM_001136499, NM_012204, NM_000944, NM_032025, NM_003400, NM_031431, NM_003926, NM_001019, NM_005056, NM_005445, NM_004425, NM_001012643, NM_014674, NM_181652, NM_012218, NM_001008697, NM_003292, NM_018217, NM_003297, NM_022770, NM_024784, NM_197968, NM_003591, NR_003109, NM_007299, NM_080687, NM_017733, NM_178270, NM_001080493, NR_003249, NM_007363, NM_001044390, NM_001044391, NR_003104, NM_001098525, NM_003426, NM_032682, NM_017867, NM_015881, NM_003801, NM_007166, NM_015030, NM_138957, NM_012143, NM_022756, NM_012140, NM_017588, NM_001079514, NM_021211, NM_001033561, NM_005515, NM_024887, NM_015885, NM_033281, NM_000938, NM_016488, NM_014071, NM_007171, NM_058166, NM_207037, NM_198576, NM_020781, NM_015891, NM_004270, NM_152293, NM_170783	862	5012	16650	1.1600117953570364	0.9994677587702921	0.0848682366176412	2.301984931408918
